source,text,label
twitter,DAY 922 . #BETA​ 9.23 . ** THE DAILY BETA ** . DECEMBER 23 2022 #CHIAMUSIC 🌱 A NEW FORM OF MUSIC #MUSIC FOR #PINKFLOYD . ADDED - #THEDAILYBETA 922 ANFOM - #ANFOM STATUS - #CHIAMUSIC 5.0 https://t.co/rRqBr5UKMc #SYNCHRONICITY #PARETO #CHIANETWORK #CHIA #BTC 🌱 https://t.co/qOfyP16Rvh,benign
twitter,"RESULT TOTOMACAU POOLS P4 SABTU, 24 DESEMBER 2022. - NO KELUAR : 7 6 6 8 - SHIO : KAMBING - Selamat Bagi yg Jackpot💥 • WhatsApp +62821-6022-7015 ✨Salam Manajemen SahamToto✨   #sahamtoto #daftarsahamtoto #loginsahamtoto #togeljowo #datajowo #resultttm #ttmonline https://t.co/IuPFfgc7h4",benign
twitter,"Don't miss out on this limited Christmas Sale! It will end at 11:59 PM PST on Christmas day, so make sure to get them while they're around!   #elsword #mmo #rpg #mmorpg #videogames #manga #anime #playyourmanga #christmas #sale https://t.co/yr89UO03UL",benign
twitter,SSBU - Sora GGST - Ky/Sin UNICLR - Hyde/Seth P4AU - Narukami GGXrd - Ky DNF Duel - Striker KOF XV- Rock DBFZ - Trunks/18/17 MTBL - Shiki,benign
twitter,"Sesame Street, the most widely viewed educational children’s show in the world premiered on PBS Television on November 10, 1969.  Meanwhile, Cookie Monster is now his own #weed strain.   #SesameStreetDay #SesameStreet #CookieMonster #Indica #OGKush #cannabis #420 #Linkinbio https://t.co/Zc34uk8wuR",benign
twitter,#brassknucklesog #exoticcarts #heavyhitterscartridge #heavyhitters #ogkush #juulpods #dankcarts #dankmemes #dankmeme #ogcart #wax #waxpen #kingpen #cbdoil #cbdvape #cbdvapeoil #thc #thccartridges #thcoil | #legalonlinecannabisdispensary #locd 😍🤌👀 https://t.co/XuXxbEnhVk,benign
twitter,Milwaukee Bucks 27 Brooklyn Nets 31 0:47.8 in 1st #bucks #nets #nba (Follow @realSCORES),benign
twitter,"Thanks for the tag DadBod!   Six games I currently enjoy: 1. Choo Choo Charles 2. Just Dance 2023 3. The Evil Within  4. Animal Crossing  5. Alan Wake 6. Chibi-Robo   I'm tagging @PhantomFusionI, @GRNDHS_GRL, @atelierEscalier, @eatthepen and @EntropyVT",benign
twitter,221119 #은혁 #SS9inHK  https://t.co/NMGDvbgLqM   야광봉으로 놀다가 무릎에 부딛혔어 ㅠㅠ 아야 ㅠㅠ https://t.co/jwIsJB2lV3,benign
twitter,Check out BLACKPINK (JENLISA &amp; CHAESOO)☁'s video! #TikTok https://t.co/fWsdpGalct,benign
twitter,ハードドラッグの非犯罪化を決定    米西部オレゴン州は3日に行われた住民投票で、コカインやヘロインなど「ハードドラッグ」と呼ばれる危険性の高い薬物について、少量の所持に限り、全米で初めて非犯罪化することを決めた。    日本では覚醒剤取締法で規制されるメタンフェタミンも対象となる。1  #大麻 https://t.co/Qj5rLEtq8q,benign
twitter,"£30 BACK IN CASH, IF YOUR FIRST BET LOSES   Cash back offer from Matchbook   FREE BETS LINK HERE --&gt; https://t.co/1BPabAcepY   With odds for horse racing and other sports, better than elsewhere.   (New Customers Only - T&amp;Cs Apply +18 ONLY - BeGambleAware) #freebets   1671907503 https://t.co/K2QFS1ANge",benign
twitter,本日も有難う御座いました！   本日24日（土曜日）   19:00-L じるちゃん @r___k618 21:00-L れあちゃん @___osushiyasan   日替わりイベント 🎀ショット半額🎀   #コンカフェ #bar #ミナミ #アイドル  #宗右衛門町 #麻雀 #スロット https://t.co/shHYDK6mI0,benign
twitter,厚生労働省    CBDは有害なのでしょうか？    CBDが一部の人に有害の可能性があるというエビデンスがあります。    研究の参加者の中に、副作用（下痢や眠気）や、肝機能検査で異常を示した人がいました。５    #大麻 #CBD    https://t.co/nSmNpay8hv https://t.co/TuPzKyrS5g https://t.co/JMSW8LwC2b,benign
twitter,Memphis Grizzlies 113 Phoenix Suns 85 5:08 in 4th #grizzlies #suns #nba (Follow @realSCORES),benign
twitter,Lihat video Random Aja! #TikTok https://t.co/6Rj6ze53qn,benign
twitter,ちなみに      運転免許は     “驾照“  (jià zhào）     #驾驶证 #驾照 #運転免許証 #自動車 #中国免許 #中国留学 #深セン留学 #深圳,benign
twitter,@y888__ اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜 اردها 😼🤏🏻💜,benign
twitter,美国造柯尔特M1911A1手枪（3_3） #科普 #手枪 #硬核 https://t.co/EOReQyIxMk 来自 @YouTube,benign
twitter,언제까지....... 그 속에 갇혀 있을 거야? 넌 이미 새로운 시대에 속해 있단 말이야! [22권/130p],benign
twitter,Alcoy - Uxola 🕒 15h | ☀ Soleado   Viento: 1.6 m/s OSO Racha: 5.1 m/s Temperatura: 21.7 °C Humedad: 38 % Presión: 1017.8 hPa Lluvia: 0.0 mm Radiación solar: 32 W/m² Índice UV: 0    https://t.co/72OVchYhMh #Weathercloud,benign
twitter,⛄️「221224」무대 미리 보기 https://t.co/x6MdJJei7u,benign
twitter,"🥳AMA Announcement🛸 🧑🏻‍⚕️ Speaker: Mr. Linh Le - BD Manager of Sonorus / CEO of Mata Labs 🫅 Artist: Rapper Limitxlss - 84 GRND Entertainment 👤 Host: Mr. Tuyen Vo - CM Lead of Spac3ship 🏖 Venue: Facebook Page: SPAC3SHIP (https://t.co/FQgnXIQQTC) ⏰Time: Thứ 3 - 20:00, 27/12 https://t.co/ttoxc1xbWi",benign
twitter,マッサージのはずが徐々にエッチな施術になって最後は逝かされてしまうシチュの撮影がしたい。 男性に施術される、男性を施術する、どちらでも興味のある女性はDMを #同人AV #被写体募集 #モデル募集 #動画撮影 #素人モデル #未経験者歓迎 #無抵抗 #無表情 #逝き我慢 #声我慢 #フェチ #フェチ撮影,benign
twitter,"┗┐＜(⌒,_ゝ⌒)＞┌┛M字開脚ですわぁ",benign
twitter,12月22日(木)  🕑12時半~23時   ユキ1230~2300 みなと1230~2130  てん1600~2300 蓮1630~2300 翔太1900~2300   千代田区外神田4-4-9 松井ビル5F   #秋葉原 #男装 #男装喫茶 #フェアリーテイル #FAIRYTAIL #コンカフェ #男装女子 #イケメン女子 #ジェンダーレス,benign
twitter,220526 가행양미공작실 업데이트   #양미여름나른화보# 비하인드 영상도 보내드려요~ 양미와 함께 맞이하는 여름💕   #杨幂 #YangMi #양미  #杨幂费加罗六月刊封面 https://t.co/uMKXVC9nJx,benign
twitter,RT @s_tudtoo: 🐯 กับกีต้าร์ของเขา เท่ห์อีกแล้วววววว #รอยยิ้มของชูครีม #PerthTanapon   cr.叶子_____mm https://t.co/id8yV9rMnI,benign
twitter,【猪肉ジャーキー】  ベーコンに向かなさそうな部位をジャーキーに    かなりしっかり乾燥させたけど何か腹壊しそうで怖い🤗    帰ったら酒飲みながら食べよ    あ、みなさんおはようございますm(_ _)m    #猪肉  #ジャーキー  #TSF601 https://t.co/oZEyt37MJX,benign
twitter,มอบผ้าห่ม  มทบ.37 นำผ้าห่มกันหนาวมอบให้ชาวบ้าน ณ บ้านจะตี ต.แม่สลองใน อ.แม่ฟ้าหลวง #เชียงราย ส่งผ่านความห่วงใยของกองทัพบกให้ประชาชนในช่วงอากาศหนาวเย็น https://t.co/Vg33JLYlqR,benign
twitter,"New post (【準富裕層】資産5000万円への条件は？FIRE・小金持ちの特徴・生活は？) has been published on %https://t.co/ffjtjfu1B7% - Inserts post tags as hashtags,, %#就職%, %#転職%, %#婚活%, %#FX%, %#ダイエット%, %#脱毛%,, %#育毛%, https://t.co/CVAw2nLYsn",benign
twitter,6mm Sengoku castle and village with various backgrounds and effects  #6mm  #戦国時代 https://t.co/bqXHwZpAvf,benign
twitter,相川まことさんのクラウドファンディング「廃校利用で犬も人も #ジビエ を楽しめる #ドッグラン を作りたい！！」の支援期間は、2019年4月26日(金)23時まで！！ #犬 #獣害対策 #鹿肉 #猪肉  https://t.co/eEzUdDnd6H,benign
twitter,"Surya Trabzon Cottage Jute And Cotton 2'6"" x 8' Runner Rugs TBO2302-268 https://t.co/XbRI2uXV8O eBay",benign
twitter,แฟ้มใส่การ์ดพร้อมส่ง🌼 💥 ราคา 85 บาท มี 20 แผ่น ใส่ได้หน้าหลัง 40 รูป 🖇️เพิ่มเติมเดมมาได้นะคะ 📦ค่าส่ง 35 ฿ #แฟ้มเก็บการ์ด #แฟ้มสะสมการ์ด #ตลาดนัดบังทัน #ตลาดนัดอากาเซ #ตลาดนัดENHYPEN #ตลาดนัดnct #ตลาดนัดtreasure #ตลาดนัดblackpink #ตลาดนัดive #ตลาดนัดaespa #ตลาดนัดitzy https://t.co/WDiG0yaI8n,benign
twitter,打擊謠言和假新聞，WhatsApp每則訊息限轉傳5次  #fakenews #WhatsApp #管制 @WhatsApp @facebook #假新聞 #假消息 #謠言  https://t.co/svaZ1hJlVC,benign
twitter,1週間を〆るサンデーナイトジム🤗上半身系5種、下半身系5種のマシン＆12kgダンベル左右各30×1＆シャドーボクシング🥊2分＆ストレッチでFinished！からの〜多摩川ジョグ🤗日計11km越え、日計消費カロリー1000kcal越え💪  #ジム  #筋トレ  #夜ジョギング  #エニタイム  #心技体  #体育  #防御力   #反撃力 https://t.co/G2dH7T32Av,benign
twitter,Guy Brooke Andy Eisenhower Philip Gladstone Luther Stella Paul Archibald #AB #投资 https://t.co/1NPaTL40pn,benign
twitter,150613 #WangYibo #왕이보 ✍▪BEIJING FANSIGN event  📸 ©️ EJW   #2015FanSignEventX왕이보 #2015X왕이보 #หวังอี้ป๋อ #王一博 https://t.co/ADuOSF8jnW,benign
twitter,7:30-17:00 работаем в Ломоносове 18:00-1:00 отдыхаем на корпоративе поем караоке пьём вино 5:00 встаём чтобы поехать работать в Выборг   что то очень напоминает турнир не зря были годы тренировок...,benign
twitter,豆瓣有人说，好痛苦，快爱上彬毒，但他是法制咖，但他又什么都做得那么好。好想穿越到一个B.I.没有飞过叶子但也能认识到自己是天才的平行世界。  我（不解）：飞过叶子才认识到自己是天才之前一直在彷徨犹豫痛苦的男的不是更内个了吗？  btw金韩彬写的康曲有哪些呢，想去瞻仰一下，我是康学差生🥺,benign
twitter,ELA FEZ UMA FANART DELA COM O EDDIE EU VO ME MATA NA FRENTE DELA https://t.co/bYbH11wHeV,benign
twitter,"명탐정코난 아카이/코난/세라 니기 만쥬 2탄 각 0.5 판매합니다 (단, 메인트 확인해주세요)   뜯어보느라 상자만 손상O 만쥬는 모두 새 제품   편택(+0.34) or 반택(+0.18) 이용 맘찍 후 디엠 또는 옾카 연락주세요🌷 https://t.co/N3tnWMqFYj",benign
twitter,こんなぬいが欲しいです https://t.co/HyxDnUgPCr,benign
twitter,不想起 不想起 不想起哎🥳   主页联系我哈 💋💋 💋💋 #长沙 https://t.co/a8kCWNXTc9,benign
twitter,BENECREAT 3 Rolls Jewelry Wire 18 Guage/20 Gauge/22 Gauge Tarnish Resistant Bare Copper Wire for Beading Ring Making and Othe MT3IPDO   https://t.co/0wzRtK2sRu https://t.co/cfAOCI5cfr,benign
twitter,［定期］ 2時ですよー(ゝω･),benign
twitter,슈베르트 겨울 나그네 20 이정표 Der Wegweiser 바리톤 박수길 https://t.co/1tGuizL8Au - @YouTube,benign
twitter,"5 ธันวาคม 2565 เนื่องในโอกาสวันคล้ายวันเฉลิมพระชนมพรรษา ""รัชกาลที่ 9"" เพื่อน้อมรำลึกในพระมหากรุณาธิคุณของ พระบาทสมเด็จพระบรมชนกาธิเบศรมหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร ที่พระราชทานต่อประเทศไทย และชาวไทยเสมอมา ธ สถิตในดวงใจตราบนิจนิรันดร์ #วันชาติ #วันพ่อแห่งชาติ https://t.co/Lo8lHY684A",benign
twitter,ブロマイド20打数0安打www,benign
twitter,"Black Motorcycle 7/8"" Handle Bar End Rearview Mirrors For Yamaha FZ09 FZ07 2015-2017 For Kawasaki Z1000 / Z750 / ER-6F / ER-6 VYPKYIA   https://t.co/Fb8Ivv8G57 https://t.co/ypfLpX2xUu",benign
twitter,青首鴨(真鴨)届いています！最高のジビエをどうぞ。    #ジビエ #熟成肉 #青首鴨 #真鴨 #鹿肉 #猪肉 #雉 #キジ #日本ワイン https://t.co/Bj3No7nVr8,benign
twitter,Eichen 1 🕒 5h | 🌙 Vielfach klar   Wind: 10.8 km/h SW Böen: 22.7 km/h Temperatur: 9.2 °C Luftfeuchtigkeit: 82 % Luftdruck: 1010.2 hPa Regen: 0.0 mm Solarstrahlung: 0 W/m² UV Index: 0    https://t.co/d2OzJlgj18 #Weathercloud,benign
twitter,#np Black Loops &amp; Felipe Gordon - Mia Negrita   #GemJam💎 https://t.co/GOR1rgzJES,benign
twitter,6분이나 늦었네,benign
twitter,女童运动鞋，只剩一个，还有一个好像没看见 #女童 #运动鞋 #原味 #幼女 https://t.co/GtEnq9zhrh,benign
twitter,"Woodrow Guitar by The Sports Vault NFL Green Bay Packers Guitar Strap , 55-Inch x 2-Inch IGK7VK9   https://t.co/NhIX9CKysN https://t.co/8Y6pNuFNCU",benign
twitter,2024シーズンはJ1から3クラブが降格(下位3クラブが自動降格)、J2から3クラブが昇格(上位2クラブが自動昇格＋3-6位のJ1昇格プレーオフの優勝クラブが昇格)、J2から3クラブが降格(下位3クラブが自動降格)、J3から3クラブが昇格(上位2クラブが自動昇格＋3-6位のJ2昇格プレーオフの優勝クラブが昇格),benign
twitter,ZORO SELECT 6240C8 5/8-11X2 1/2 BOLT CARRIAGE GR8 FUL/THR ZINC YELLOW https://t.co/4SJkBbTT7q eBay https://t.co/JdGz3qVVY1,benign
twitter,#WATHSAPP 2352495243 REQUISITOS: -ÚLTIMO RECIBO DE COBRO -DNI FRENTE Y DORSO -MOVIMIENTOS BANCARIOS CON ÚLTIMA ACREDITACIÓN DEL COBRO  -NRO DE CUIL  -NOMBRE DEL BANCO #https://creditosfinancierosonline.com.ar/ https://t.co/ZAB1SUFnZt,benign
twitter,📸: og_kodachrome  ・  A view from above. Ghost OG by Josh D  •  •   #joshd #ghostog #emeraldcupwinner #emeraldcup2019 #mixedlight #santabarbara #cannabiscommunity #nugmag #cannabisphotography #cannabisculture #og #ogkush… https://t.co/Pe1D5wzwwt,benign
twitter,#大麻使用歴約６年 #大麻 #大麻依存症 #つらい #きつい 3 https://t.co/wxdIDQdAIU https://t.co/k3YUzxJNUX,benign
twitter,"#NowPlaying - Now Playing on ""https://t.co/uT9xEKeXyU"" - Sent To: FreeAirPlay@gmail.com - From: SumeRR - Jingle/Drop for https://t.co/uT9xEKeXyU #Follow us on #TuneIn #Listen #HipHop #InternetRadio",benign
twitter,なんでP.E.K.K.Aで1位取れるんだよ… https://t.co/YvhQaEi3de,benign
twitter,#绘画 #无偿 #原创 一张无偿 https://t.co/RqrxofhP64,benign
twitter,"Rainier, 18 pk, 12 oz Cans, 4 6% ABV UZUGC5R   https://t.co/FlLCYTAuM7 https://t.co/6VMoLJyU65",benign
twitter,零下二十多度冬捕，大鲫鱼一条接一条，个顶个六两以上 #户外 #我的乡村生活 #捕鱼 https://t.co/HDcIAexEbk via @YouTube,benign
twitter,Moby dick  Thc : 18-22%  Sativa  ร่าเริง • มีความสุข • หิว • ความคิดสร้างสรรค์    380บาท/จี     ติดต่อ: https://t.co/Gj3fzLhXWS    #กัญชา #กัญชาเชียงใหม่ #เชียงใหม่ #กัญชาออแกนิค #ogcnx #weedog #weedcnx #weedchiangmai #weed #cannabischiangmai #cannabiscnx https://t.co/USOnkrvynb,benign
twitter,Brilliant Solo Goal Rashford 🔥#MUFC,benign
twitter,从最基础 #四则运算 观念开始学 #长除法，演算商及余数。透过1-3位 #除数 #被除数 混搭例题，循序渐进训练除法观念，提供各类习题，让学生熟能生巧。 #应用问题 #计算题 #测验 #成绩单 #互动 #数学 #算数 #除法 #鸡血 ＃鸡娃 ＃神器 #免费 #ITRTG   https://t.co/wyHK9EvVFy  https://t.co/nhvo9jTetg https://t.co/xlehwvSIoT,benign
twitter,【大麻の二日酔い】って何！？マリファナでなぜ起こるの？ https://t.co/13WmA5Abcq →いいね！→シェア→コメント    #ヘンプ #日本 #医療大麻 #大麻 #二日酔い #お酒 #アルコール #麻 #酔っ払い #ハイ #朝 #頭痛 #吐き気 #マリファナ #ハーブ #薬 #副作用 #処方箋 https://t.co/Akd4ukcSU4,benign
twitter,RT @pac8Mak1r: 我把14亿人的心愿刻在叶子上 #祖国统一人心所向 https://t.co/oWAbQNODkS,benign
twitter,阪神11R 阪神C 4.18-2.3.4.7.10.14.16.18 馬連.2頭軸3連系,benign
twitter,"Nesse ano, eu: (tô fazendo essa boiolagem não sei pq)   1- sim 2- sim 🥰 3- sim  4- sim  5- acho que não  6- não  7- sim 8- não  9- sim 10- sim 11- sim 12- sim 13- sim 14- sim, Laurinha  15- depende  16- acho que não  17- sim 18- sim, saudades 19- deus me livre  20- lógico 😘",benign
twitter,唐津4R 10:03🔥激アツ🔥   ⚠️見逃し危険⚠️ ✅ここの狙い抜群すぎてやばい‼️ ✅あの選手に期待‼️ 🚨相当自信あるから見逃すな🚨   ｜🚤サラリー万競艇【天才万券予想】｜note https://t.co/HE15Gh84SS,benign
twitter,"Avery Style Edge Insertable Plastic Dividers, 8 Tabs, 1 Set, Assorted Fashion Designs, 24 Packs (11291) RKGAGTM   https://t.co/w7lg43DOs4 https://t.co/G4mDHgJuld",benign
